인증번호,모델명,제품명,브랜드명,사업자구분,법정제품분류,리콜종류,리콜사업자명,제조국가명,제조사명,제조사국가명,리콜방법,위해유형,안전성조사명,등록일
CB061R2038-8011,4000클리어슬라임pop,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜프랜즈코리아,국외>아시아지역>중국,㈜프랜즈코리아,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2038-8011,쭉쭉늘어나는슬라임pop핑크,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜프랜즈코리아,국외>아시아지역>중국,㈜프랜즈코리아,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2038-8011,쭉쭉늘어나는슬라임pop파랑,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜프랜즈코리아,국외>아시아지역>중국,㈜프랜즈코리아,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062A035-8001,에메랄드슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,제이쥬얼,국내>아시아지역>대한민국,제이쥬얼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062A035-8001,딸기요거트슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,제이쥬얼,국내>아시아지역>대한민국,제이쥬얼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062A035-8001,러브미버터슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,제이쥬얼,국내>아시아지역>대한민국,제이쥬얼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062A035-8001,레인보우플라워,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,제이쥬얼,국내>아시아지역>대한민국,제이쥬얼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062A035-8001,초코칩슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,제이쥬얼,국내>아시아지역>대한민국,제이쥬얼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061F021-8001,디몬드핸드메이드슬라임(흰색),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사페어코스트,국내>아시아지역>대한민국,주식회사페어코스트,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061F021-8001,디몬드핸드메이드슬라임(파랑),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사페어코스트,국내>아시아지역>대한민국,주식회사페어코스트,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061F021-8001,디몬드핸드메이드슬라임(분홍),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사페어코스트,국내>아시아지역>대한민국,주식회사페어코스트,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061F021-8001,디몬드핸드메이드슬라임(노랑),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사페어코스트,국내>아시아지역>대한민국,주식회사페어코스트,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061F021-8001,디몬드핸드메이드슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사페어코스트,국내>아시아지역>대한민국,주식회사페어코스트,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R676-7001,가성비갑컵치즈슬라임(파랑),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,자연과학습,국외>아시아지역>중국,자연과학습,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R676-7001,가성비갑컵치즈슬라임(분홍),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,자연과학습,국외>아시아지역>중국,자연과학습,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R676-7001,가성비갑컵치즈슬라임(노랑),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,자연과학습,국외>아시아지역>중국,자연과학습,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R676-7001,가성비갑컵치즈슬라임(투명),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,자연과학습,국외>아시아지역>중국,자연과학습,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R676-7001A,치즈수제슬라임(초록),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,자연과학습,국외>아시아지역>중국,자연과학습,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064E007-9001,펌슬라임분홍,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,콩부인마켓,국내>아시아지역>대한민국,콩부인마켓,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064E007-9001,펌슬라임노랑,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,콩부인마켓,국내>아시아지역>대한민국,콩부인마켓,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064E007-9001,펌슬라임연두,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,콩부인마켓,국내>아시아지역>대한민국,콩부인마켓,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064E007-9001,펌슬라임흰색,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,콩부인마켓,국내>아시아지역>대한민국,콩부인마켓,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064E007-9001,펌슬라임보라,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,콩부인마켓,국내>아시아지역>대한민국,콩부인마켓,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H326-9001,기모찌슬라임(젤리라인:투명젤리!),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사보다,국내>아시아지역>대한민국,주식회사보다,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H326-9001,기모찌슬라임(젤리라인:딸기젤리!),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사보다,국내>아시아지역>대한민국,주식회사보다,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H326-9001,기모찌슬라임(젤리라인:포도젤리!),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사보다,국내>아시아지역>대한민국,주식회사보다,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H326-9001,기모찌슬라임(젤리라인:망고젤리!),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사보다,국내>아시아지역>대한민국,주식회사보다,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H326-9001,기모찌슬라임(젤리라인:소다젤리!),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사보다,국내>아시아지역>대한민국,주식회사보다,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R4212-8001,SUPERSET8CUPSSlimySuperFluffy(연두),액체괴물(완구),Slimy,수입,완구>기타완구>기타,명령에따른리콜,(주)아이비젼,국외>아시아지역>중국,(주)아이비젼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R4212-8001,SUPERSET8CUPSSlimySuperFluffy(노랑),액체괴물(완구),Slimy,수입,완구>기타완구>기타,명령에따른리콜,(주)아이비젼,국외>아시아지역>중국,(주)아이비젼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R4255-8002,SUPERSET8CUPSSlimyMEGA(주황),액체괴물(완구),Slimy,수입,완구>기타완구>기타,명령에따른리콜,(주)아이비젼,국외>아시아지역>중국,(주)아이비젼,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064A133-9001,두부슬라임(빨강),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,두부슬라임,국내>아시아지역>대한민국,두부슬라임,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064A133-9001,두부슬라임(자두색크런치),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,두부슬라임,국내>아시아지역>대한민국,두부슬라임,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064A133-9001,두부슬라임(보라),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,두부슬라임,국내>아시아지역>대한민국,두부슬라임,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064A133-9001,두부슬라임(살색),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,두부슬라임,국내>아시아지역>대한민국,두부슬라임,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061A292-8001,다미스해피슬라임연분홍,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,다미스,국내>아시아지역>대한민국,다미스,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061A292-8001,다미스해피슬라임빨강,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,다미스,국내>아시아지역>대한민국,다미스,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061A292-8001,다미스해피슬라임연보라,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,다미스,국내>아시아지역>대한민국,다미스,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061A292-8001,다미스해피슬라임보라,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,다미스,국내>아시아지역>대한민국,다미스,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R1658-8001,PLUMOSLIMEDIYMultiKIT,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜보아스린,국외>아시아지역>중국,㈜보아스린,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R1658-8001,WHITESLIMEBASE,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜보아스린,국외>아시아지역>중국,㈜보아스린,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB065R0247-8001,드래곤퍼티파랑,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,크리스탈팬시,국외>아시아지역>중국,크리스탈팬시,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB065R0247-8001,드래곤퍼티,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,크리스탈팬시,국외>아시아지역>중국,크리스탈팬시,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064A139-9001,향기나는수제슬라임RUBYSLIME,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,H코스메틱,국내>아시아지역>대한민국,H코스메틱,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R1773-8002,더욱더커진슬라임연구소2탄,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,팝콘F&T,국외>아시아지역>중국,팝콘F&T,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062H037-8001,코코슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,코코슬라임,국내>아시아지역>대한민국,코코슬라임,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H291-8002,하비슬라임액티베이터,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,토단교재,국내>아시아지역>대한민국,토단교재,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB062A032-9001,SLKO슬라임-클리어,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,㈜슬코,국내>아시아지역>대한민국,㈜슬코,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061H288-8001,분홍무지개클리어슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,주식회사레인보우콘텐츠그룹,국내>아시아지역>대한민국,주식회사레인보우콘텐츠그룹,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3952-8001,미사밀크모짜렐라슬라임노랑,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,미래와사람,국외>아시아지역>중국,미래와사람,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3952-8001,미사밀크모짜렐라슬라임파랑,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,미래와사람,국외>아시아지역>중국,미래와사람,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3952-8001,미사밀크모짜렐라슬라임분홍,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,미래와사람,국외>아시아지역>중국,미래와사람,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3952-8001,미사밀크모짜렐라슬라임흰색,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,미래와사람,국외>아시아지역>중국,미래와사람,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3952-8001,미사밀크모짜렐라슬라임초록,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,미래와사람,국외>아시아지역>중국,미래와사람,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2539-7001,투명젤리몬스터,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,은혜사,국외>아시아지역>중국,은혜사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2539-7001,럭셔리수제슬라임2빨강,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,은혜사,국외>아시아지역>중국,은혜사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2539-7001,투명모짜렐라치즈젤리,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,은혜사,국외>아시아지역>중국,은혜사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2539-7001,눈부신유리젤리,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,은혜사,국외>아시아지역>중국,은혜사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R2539-7001,럭셔리수제슬라임2검정,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,은혜사,국외>아시아지역>중국,은혜사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3017-7001,소확행수제퍼티슬라임노랑,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,해바라기,국외>아시아지역>중국,해바라기,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3017-7001,소확행수제퍼티슬라임보라,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,해바라기,국외>아시아지역>중국,해바라기,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3017-7001,소확행수제퍼티슬라임,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,해바라기,국내>아시아지역>대한민국,해바라기,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3124-7001A,당근슬라임,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜모던트레이드,국외>아시아지역>중국,(주)모던트레이드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB061R3124-7001A,당근파츠슬라임,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,㈜모던트레이드,국외>아시아지역>중국,(주)모던트레이드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R1213-8047,flydnedeslimliquidslime(보라+분홍),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,플라잉타이거코리아주식회사,국외>아시아지역>중국,플라잉타이거코리아주식회사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB064R1213-8047,flydnedeslimliquidslime(하늘+분홍),액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,플라잉타이거코리아주식회사,국외>아시아지역>중국,플라잉타이거코리아주식회사,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063H024-6005,사랑에빠진진주,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,(주)도너랜드,국내>아시아지역>대한민국,(주)도너랜드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063H024-6005,몬스터액괴-2색no.4,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,(주)도너랜드,국내>아시아지역>대한민국,(주)도너랜드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063H024-6005,몬스터액괴(투명반짝이),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,(주)도너랜드,국내>아시아지역>대한민국,(주)도너랜드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063H024-6005,몬스터액괴(분홍),액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,(주)도너랜드,국내>아시아지역>대한민국,(주)도너랜드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063H024-6005,몬스터액괴2색No.3,액체괴물(완구),,제조,완구>기타완구>기타,명령에따른리콜,(주)도너랜드,국내>아시아지역>대한민국,(주)도너랜드,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063R2734-8001,쉐이빙폼슬라임-분홍색,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,하늘무역,국외>아시아지역>중국,하늘무역,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
CB063R2734-8001,쉐이빙폼슬라임-흰색,액체괴물(완구),,수입,완구>기타완구>기타,명령에따른리콜,하늘무역,국외>아시아지역>중국,하늘무역,국내>아시아지역>대한민국,교환수거,유해물질,액체괴물,2019-11-09
비대상,히트인할로윈긴팔상하세트(89A29-714-30BK-120),내의류(아동용섬유제품),laughingchild,수입,아동용섬유제품>내의류>잠옷류,명령에따른리콜,서양네트웍스,국외>아시아지역>미얀마,(주)서양네트웍스,국내>아시아지역>대한민국,교환수거,유해물질,할로윈,2019-10-28
비대상,할로윈해골튜튜드레스,중의류(아동용섬유제품),laughingchild,수입,아동용섬유제품>중의류>기타,명령에따른리콜,㈜유에스어페럴,국외>아시아지역>중국,㈜유에스어페럴,국내>아시아지역>대한민국,교환수거,유해물질,할로윈,2019-10-28
XU101273-17001A,,전지(전자담배용),,수입,정보·통신·사무기기>전지(충전지만해당)>전지,명령에따른리콜,명문이지팜,국외>아시아지역>중국,명문이지팜,국내>아시아지역>대한민국,교환수거,화재및화상,배터리내장2차,2019-10-22
HU10584-15006C,BX-0800400,직류전원장치,,수입,정보통신사무기기>직류전원장치>직류전원장치,명령에따른리콜,홈케어(주),국외>아시아지역>중국,홈케어(주),국내>아시아지역>대한민국,교환수거,감전,배터리내장2차,2019-10-22
HU10987-18002A,GI90-4200200,직류전원장치,,수입,정보통신사무기기>직류전원장치>직류전원장치,명령에따른리콜,(주)클라이블,국외>아시아지역>중국,(주)클라이블,국내>아시아지역>대한민국,교환수거,감전,배터리내장2차,2019-10-22
,,악어랑원숭이캔들홀더,플라잉타이거코펜하겐,수입,기타생활용품>,자발적리콜,플라잉타이거코리아주식회사,국외>아시아지역>중국,플라잉타이거코리아주식회사,국내>아시아지역>대한민국,수거환불파기제조유통금지,화재및화상,자발적리콜,2019-11-15
XN100002-19004,BLB-G40S,전지(전지),-,제조,정보·통신·사무기기>전지(충전지만해당)>전지,명령에따른리콜,(주)가온셀,국내>아시아지역>대한민국,,,,화재및화상,수시1차(차량용블랙박스보조배터리),2021-07-28
ZH10118-19001,EN6000,전지(전지),-,제조,정보·통신·사무기기>전지(충전지만해당)>전지,명령에따른리콜,빅트,국내>아시아지역>대한민국,,,,화재및화상,수시1차(차량용블랙박스보조배터리),2021-07-28
CB063R3180-20003<br>(인증모델:윈도우아트),DIY쥬얼리아트,완구,-,수입,어린이>완구,명령에따른리콜,주식회사클럽타이콘,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
CB063R4391-0001<br>(인증모델:스탬프),12색도장싸인펜세트,완구,-,수입,어린이>완구,명령에따른리콜,㈜점프,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
CB041R036-0001<br>(인증모델:흔한남매롱보드),흔한남매롱보드,어린이용스케이트보드,-,수입,어린이>어린이용스케이트보드,명령에따른리콜,제이에스무역㈜,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,특가카르닉차량용에어매트+차량용펌프,가정용섬유제품,-,수입,섬유>가정용섬유제품>의류이외의섬유제품,명령에따른리콜,㈜신세계코리아,국외>아시아지역>중국,,,,유해물질,4차,2021-06-28
CB014R1341-0051<br>(인증모델:CJ-049),베리윈드점퍼/01O355002,유아용섬유제품,아가방,수입,어린이>유아용섬유제품,명령에따른리콜,㈜아가방앤컴퍼니,국외>아시아지역>중국,,,,질식,4차,2021-06-29
CB015A0227-8002<br>(인증모델:HKS2-01LE08),츄츄데일리5부아기레깅스(페일핑크),유아용섬유제품,해피프린스,제조,어린이>유아용섬유제품,명령에따른리콜,(주)해피프린스,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
CB014C026-0001<br>(인증모델:폼폼방수매트),몽슈레폼폼방수기저귀매트,유아용섬유제품,몽슈레,제조,어린이>유아용섬유제품,명령에따른리콜,주식회사테드(TedCo.,,,,,유해물질,4차,2021-06-29
B021R075-20001,SWATCOMPVEST(남자-XL,블랙),스포츠용구명복(부력보조복),,수입,,명령에따른리콜,,,,,질식,4차,2021-06-28
B021R075-20001,SWATCOMPVEST(남자-L,블랙),스포츠용구명복(부력보조복),,수입,,명령에따른리콜,,,,,질식,4차,2021-06-28
B021R075-20001,SWATCOMPVEST(남자-M,블랙),스포츠용구명복(부력보조복),,수입,,명령에따른리콜,,,,,질식,4차,2021-06-28
CB014A370-7001<br>(인증모델:미아방지가방),슈슈미아방지가방_팝아트옐로우,유아용섬유제품,두잇,제조,어린이>유아용섬유제품,명령에따른리콜,(주)리플스인터내셔날,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
CB014A461-8014<br>(인증모델:Bene_Boy),beniecheckfrillromper,유아용섬유제품,베네베네,제조,어린이>유아용섬유제품,명령에따른리콜,㈜위베네베네,국내>아시아지역>대한민국,,,,질식,4차,2021-06-29
,ROLLERPOP,A41PINK/WHITE,어린이용바퀴달린운동화,,수입,,명령에따른리콜,,,,,기타,4차,2021-06-29
,Milkyballoondress,아동용섬유제품,베네베네,제조,어린이>아동용섬유제품,명령에따른리콜,㈜위베네베네,국내>아시아지역>대한민국,,,,질식,4차,2021-06-29
,BBSR9213K,아동용섬유제품,바비,제조,어린이>아동용섬유제품,명령에따른리콜,㈜제이플러스교역,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
,라푼젤왕관티아라귀걸이머리띠,어린이용장신구,장미공주,제조,어린이>어린이용장신구,명령에따른리콜,장미공주,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
,백설공주머리핀여아머리핀아동머리핀_P087122368,어린이용장신구,행도씨,제조,어린이>어린이용장신구,명령에따른리콜,행도씨,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
,블루밍피치버드핀세트피치프리,어린이용장신구,블루밍,수입,어린이>어린이용장신구,명령에따른리콜,주식회사더그로우,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,채니봉봉코이다크핑크헤어핀세트,어린이용장신구,채니봉봉,제조,어린이>어린이용장신구,명령에따른리콜,㈜채니봉봉,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
,후르츠팝똑딱핀5SET,어린이용장신구,리틀킹,수입,어린이>어린이용장신구,명령에따른리콜,㈜리틀킹,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,시크릿쥬쥬별의여신(팔찌),어린이용장신구,-,수입,어린이>어린이용장신구,명령에따른리콜,㈜라엘코리아,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,THUNDER/JUPITER,어린이용바퀴달린운동화,,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,케이엔에이치,국외>아시아지역>중국,,,,기타,4차,2021-06-29
,휠리스스파크,어린이용바퀴달린운동화,.,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,(주)동양유통,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,RH17023,어린이용바퀴달린운동화,-,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,동방레포츠㈜,국외>아시아지역>중국,,,,기타,4차,2021-06-29
,ZLS-1,어린이용바퀴달린운동화,-,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,에스티,국외>아시아지역>중국,,,,기타,4차,2021-06-29
,YX166,어린이용바퀴달린운동화,,수입,어린이>어린이용바퀴달린운동화,명령에따른리콜,(주)바이오쉴드,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,DZ0037,어린이용우산및양산,.,수입,어린이>어린이용우산및양산,명령에따른리콜,㈜윙하우스,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
CB131R230-0001<br>(인증모델:올뉴지니2.0),올뉴지니2.0,유모차,-,수입,어린이>유모차,명령에따른리콜,주식회사상생플래닛,국외>아시아지역>중국,,,,낙상,4차,2021-06-29
CB063R024-8001<br>(인증모델:뽀로로한글척척아쿠아스티커),뽀로로아쿠아스티커,완구,-,수입,어린이>완구,명령에따른리콜,주식회사원더키드(WONDERKID.CO.LTD),국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
CB063R3895-20003<br>(인증모델:KesB플레이-역할놀이2),운전대놀이노랑(KBP2085),완구,-,수입,어린이>완구,명령에따른리콜,한국교육시스템주식회사,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
CB061A260-8001<br>(인증모델:아리부바블록),아리부바레인보우블록,완구,-,제조,어린이>완구,명령에따른리콜,주식회사리틀아티스트,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
CB063H006-9014<br>(인증모델:골프놀이세트),골프놀이세트,완구,-,제조,어린이>완구,명령에따른리콜,(주)비앤씨,국내>아시아지역>대한민국,,,,유해물질,4차,2021-06-29
CB061R5922-0001<br>(인증모델:워터슬라이드블록),워터슬라이드블록,완구,.,수입,어린이>완구,명령에따른리콜,베베비치,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
B361R5883-5001<br>(인증모델:GX-T405),GX-T405,완구,-,수입,어린이>완구,명령에따른리콜,세아무역(SEAHTRADE),국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
CB065R1002-0001<br>(인증모델:포크레인붕붕카),뽀로로멜로디포크레인붕붕카,완구,.,수입,어린이>완구,명령에따른리콜,(주)지나월드,국외>아시아지역>중국,,,,유해물질,4차,2021-06-29
,DPSCA-001(디럭스유아수납장),수납가구(어린이용가구),세이지폴,판매,어린이>어린이용가구,자발적리콜,(주)쁘띠엘린,국내>아시아지역>대한민국,예림가구,국내>아시아지역>대한민국,교환,,자진리콜,2021-06-15
HH111091-17002A,DWE-F1536SC,일반조명기구,잼,제조,조명기기>일반조명기구>LED등기구,명령에따른리콜,(주)글로벌엘이디,국내>아시아지역>대한민국,(주)글로벌엘이디,국내>아시아지역>대한민국,교환,감전,3차,2021-05-25
HD11244-18004A,TW-SSL15W,일반조명기구,-,제조,조명기기>일반조명기구>LED등기구,명령에따른리콜,(주)티더블유라이팅(TWlightingCo.Ltd),국내>아시아지역>대한민국,,,교환,감전,3차,2021-05-25
